Resolution,L1_Error,L1_Order,L2_Error,L2_Order,max_Error,max_Order
16,0.0525621176972048,0,0.0171618367845715,0,0.0104843871486917,0
32,0.0192979650808626,1.4455746750216,0.00632596402880901,1.43984671138935,0.00389420585683692,1.42884147760051
64,0.00551641686583864,1.80664533916565,0.00181562013817839,1.80082295700325,0.00110436405053143,1.81811331939119
128,0.00142717381051467,1.95057043657222,0.000469958728636387,1.94985642405826,0.000284728685047302,1.95555608080972
256,0.000362808756369836,1.97587986553811,0.000119507651691287,1.9754310738439,7.1969291469319e-05,1.98413448465476
