Resolution,L1_Error,L1_Order,L2_Error,L2_Order,max_Error,max_Order
16,0.022777372234924,0,0.00839152260747973,0,0.00669173290128004,0
32,0.00533023634056168,2.0953299087021,0.00201611175848236,2.05735699202513,0.00166225409476632,2.00923893015005
64,0.00132554228942664,2.0076168049798,0.000502393295860123,2.0046864959472,0.000414311115760915,2.00435449885215
128,0.000331957154535057,1.99751374683135,0.000125566780234922,2.00036237504715,0.000103148552850804,2.00599094692125
256,8.31651424183899e-05,1.99694617259228,3.1398189956626e-05,1.99970153928404,2.57004324906579e-05,2.00485903808423
