Resolution,L1_Error,L1_Order,L2_Error,L2_Order,max_Error,max_Order
16,0.0220421538472571,0,0.00778811787901049,0,0.00559851849332124,0
32,0.00579780957627774,1.92668534832625,0.00199957076063502,1.9615843844787,0.00134271288826164,2.0598942579662
64,0.0014556548608858,1.99383962041445,0.000504893717832734,1.9856387042146,0.000327951950740507,2.0335944851574
128,0.000364900104008458,1.99609486252113,0.000126776030540891,1.99369772481401,8.19107054052803e-05,2.00136053275403
256,9.1217971438531e-05,2.00011157001415,3.17589652673075e-05,1.9970461876843,2.07798829196804e-05,1.97886449305301
