Resolution,L1_Error,L1_Order,L2_Error,L2_Order,max_Error,max_Order
16,0.0471661608945001,0,0.0173739850099971,0,0.0131355365974019,0
32,0.0115834113501658,2.02569198298186,0.0043391439024933,2.00144636059623,0.00342986043736793,1.93725335818022
64,0.00288172518966392,2.00705552674821,0.00108433693468255,2.0005973189851,0.000866727035508968,1.98450026174076
128,0.000719332602769055,2.00220186327223,0.000270998575807939,2.00045593836438,0.000217217497644306,1.99643738474493
256,0.000179746714720751,2.00069359139291,6.77394090330326e-05,2.00021796398334,5.433363971169e-05,1.99922272317978
