tau0,Resolution,L1_Error,L1_Order,L2_Error,L2_Order,max_Error,max_Order
10,16,0.0126393320200317,0,0.004759194916044,0,0.00409753624221093,0
10,32,0.00303592436399071,2.05771246660354,0.0011275280454532,2.07755422360467,0.00115656771990204,1.82490696803178
10,64,0.000673284786819683,2.17284707642715,0.000253941937419756,2.15059274399385,0.00025418705529083,2.18588727505532
10,128,0.000156691258921928,2.10329216604218,5.97964414608336e-05,2.08636713351603,5.83639216195017e-05,2.12274183169017
10,256,3.78760136431867e-05,2.04856829697321,1.45553500716196e-05,2.03851009269383,1.39728533316633e-05,2.06245016793726
1000,16,0.012583633573107,0,0.00472586229525809,0,0.00410683068671207,0
1000,32,0.002932866811368,2.10116510477861,0.0010904785392832,2.1156162140042,0.00113299281934638,1.85788675249979
1000,64,0.000619616988657138,2.24286295069183,0.000235703587972189,2.20991575275251,0.000240096196095607,2.23845426582896
1000,128,0.00013960676268625,2.15000787169931,5.42156080992795e-05,2.12019356691438,5.31670086822908e-05,2.17500934282324
1000,256,3.40933592622667e-05,2.03380616659914,1.33144192755525e-05,2.02571874295895,1.27705357688135e-05,2.05771224640065
100000,16,0.0125829566470328,0,0.00472549143989274,0,0.00410700466885694,0
100000,32,0.00293134982983655,2.10183389961593,0.00108995239676423,2.11619924674749,0.0011327100962719,1.85830791967858
100000,64,0.000618588084054683,2.24451420280281,0.00023537125773994,2.21125506508872,0.000239855431599711,2.23954165240694
100000,128,0.000139213593126455,2.15167895683311,5.40899307203353e-05,2.12150620227959,5.30509434776352e-05,2.1767147962764
100000,256,3.3999354337769e-05,2.03372083169148,1.32838219551331e-05,2.02568975820901,1.27400079948659e-05,2.05801222584786
