epsilon,Resolution,L1_Error,L1_Order,L2_Error,L2_Order,max_Error,max_Order
1,16,0.0200987144171244,0,0.00762642623655193,0,0.00615540875428726,0
1,32,0.00477000900570199,2.07503932948885,0.00183593647244964,2.05449102560173,0.00151170731876515,2.02567581627084
1,64,0.00118816346419862,2.00525865828628,0.000457710731508466,2.00400811616002,0.000371549251043476,2.02455348052344
1,128,0.000297472028989307,1.99790740705845,0.000114467859434414,1.99949354609546,9.36266921463813e-05,1.98856166794458
1,256,7.44320279357756e-05,1.99875857105376,2.86243499114527e-05,1.99962773813899,2.34498518183329e-05,1.99734108186169
0.1,16,0.020868100541656,0,0.00790985724757098,0,0.00634495173342937,0
0.1,32,0.00496672074211182,2.07093375186745,0.00191024321523509,2.04989532181951,0.0015608221918761,2.02330299386644
0.1,64,0.00123683037587558,2.00564597575141,0.000476136835003114,2.00430818778894,0.000388889673330339,2.00487336481839
0.1,128,0.000309592407681931,1.99820565964593,0.000119087733565389,1.99935142486112,9.8093578594971e-05,1.98713032271206
0.1,256,7.74552371380942e-05,1.99893539655845,2.97798856732886e-05,1.99961469799013,2.45882571067585e-05,1.99618922200405
0.01,16,0.0208681005416561,0,0.00790985724757099,0,0.00634495173342924,0
0.01,32,0.00496672074211162,2.07093375186751,0.0019102432152351,2.0498953218195,0.00156082219187634,2.02330299386619
0.01,64,0.00123683037587554,2.00564597575139,0.000476136835003122,2.00430818778892,0.00038888967333027,2.00487336481886
0.01,128,0.000309592407682236,1.99820565964447,0.000119087733565386,1.99935142486118,9.80935785947767e-05,1.98713032271466
0.01,256,7.74552371381972e-05,1.99893539655796,2.97798856732898e-05,1.99961469799003,2.45882571067169e-05,1.99618922200363
0.001,16,0.0208681005416563,0,0.00790985724757091,0,0.00634495173342903,0
0.001,32,0.00496672074211162,2.07093375186752,0.00191024321523511,2.04989532181948,0.00156082219187643,2.02330299386606
0.001,64,0.00123683037587593,2.00564597575094,0.000476136835003099,2.004308187789,0.000388889673329951,2.00487336482014
0.001,128,0.000309592407682122,1.99820565964546,0.00011908773356539,1.99935142486106,9.80935785948184e-05,1.98713032271286
0.001,256,7.74552371384097e-05,1.99893539655346,2.97798856732866e-05,1.99961469799023,2.45882571066475e-05,1.99618922200831
0.0001,16,0.0208681005416561,0,0.00790985724757093,0,0.00634495173342918,0
0.0001,32,0.00496672074211159,2.07093375186752,0.00191024321523511,2.04989532181948,0.00156082219187635,2.02330299386617
0.0001,64,0.00123683037587571,2.00564597575118,0.00047613683500311,2.00430818778897,0.000388889673330201,2.00487336481913
0.0001,128,0.000309592407681971,1.9982056596459,0.00011908773356539,1.99935142486109,9.80935785949433e-05,1.98713032271195
0.0001,256,7.74552371381389e-05,1.9989353965578,2.97798856732905e-05,1.99961469799005,2.45882571068973e-05,1.99618922199549
1e-05,16,0.0208681005416564,0,0.0079098572475709,0,0.00634495173342885,0
1e-05,32,0.00496672074211145,2.07093375186759,0.00191024321523512,2.04989532181947,0.00156082219187652,2.02330299386594
1e-05,64,0.00123683037587553,2.00564597575136,0.000476136835003114,2.00430818778896,0.000388889673330339,2.00487336481877
1e-05,128,0.000309592407682385,1.99820565964376,0.000119087733565382,1.99935142486121,9.80935785945131e-05,1.98713032271879
1e-05,256,7.74552371380394e-05,1.99893539656159,2.97798856732906e-05,1.99961469798994,2.45882571066613e-05,1.99618922200301
1e-06,16,0.0208681005416563,0,0.00790985724757094,0,0.006344951733429,0
1e-06,32,0.0049667207421115,2.07093375186756,0.00191024321523511,2.04989532181949,0.00156082219187652,2.02330299386597
1e-06,64,0.00123683037587576,2.0056459757511,0.000476136835003104,2.00430818778898,0.000388889673329951,2.00487336482021
1e-06,128,0.000309592407682074,1.99820565964547,0.000119087733565388,1.9993514248611,9.80935785949572e-05,1.98713032271082
1e-06,256,7.74552371383604e-05,1.99893539655416,2.97798856732818e-05,1.99961469799045,2.45882571066058e-05,1.9961892220128
