tau0,Resolution,L1_Error,L1_Order,L2_Error,L2_Order,max_Error,max_Order
10,16,0.0126393320200315,0,0.00475919491604396,0,0.00409753624221097,0
10,32,0.00303592436399105,2.05771246660336,0.00112752804545321,2.07755422360464,0.001156567719902,1.82490696803184
10,64,0.000673284786819467,2.17284707642777,0.000253941937419748,2.15059274399392,0.000254187055290775,2.18588727505558
10,128,0.000156691258921894,2.10329216604202,5.97964414608336e-05,2.08636713351598,5.83639216196682e-05,2.12274183168574
10,256,3.78760136430486e-05,2.04856829697816,1.45553500716288e-05,2.03851009269292,1.39728533317882e-05,2.06245016792849
1000,16,0.0125836335731069,0,0.00472586229525802,0,0.00410683068671197,0
1000,32,0.00293286681136829,2.10116510477845,0.0010904785392832,2.11561621400418,0.00113299281934629,1.85788675249987
1000,64,0.000619616988657047,2.24286295069219,0.000235703587972188,2.20991575275251,0.000240096196095579,2.23845426582901
1000,128,0.000139606762686151,2.15000787170011,5.42156080992803e-05,2.12019356691436,5.31670086822769e-05,2.17500934282345
1000,256,3.40933592622878e-05,2.03380616659723,1.33144192755567e-05,2.02571874295851,1.27705357685914e-05,2.05771224642535
100000,16,0.0125829566470328,0,0.0047254914398927,0,0.00410700466885681,0
100000,32,0.00293134982983654,2.10183389961593,0.00108995239676422,2.11619924674749,0.00113271009627201,1.8583079196784
100000,64,0.000618588084054584,2.24451420280304,0.000235371257739939,2.21125506508872,0.000239855431599649,2.23954165240746
100000,128,0.000139213593126604,2.15167895683134,5.40899307203242e-05,2.12150620227988,5.3050943477323e-05,2.17671479628452
100000,256,3.3999354337615e-05,2.03372083169955,1.32838219551497e-05,2.02568975820692,1.27400079951295e-05,2.05801222580951
