epsilon,Resolution,L1_Error,L1_Order,L2_Error,L2_Order,max_Error,max_Order
1,16,0.0590807265863528,0,0.0208841886604598,0,0.0158803402828968,0
1,32,0.0203611529244305,1.5368683142568,0.00702669849115005,1.57149219630922,0.00552181724537549,1.52402678158537
1,64,0.00552908256607947,1.88070723369745,0.00190153123573839,1.88568535746622,0.0014551126665136,1.92401227758982
1,128,0.00128418236409563,2.106190024528,0.000446022573227385,2.09197300578929,0.000337068205397621,2.11001840861272
1,256,0.000279345541056327,2.2007273940288,9.68092875515215e-05,2.20389936039626,7.32169482799874e-05,2.20279100103635
0.1,16,0.0616798534160504,0,0.021910179769113,0,0.0161642192122295,0
0.1,32,0.0187931948717815,1.71458898868644,0.00648099011850268,1.75731518192313,0.00501162806954448,1.68945256568202
0.1,64,0.00523846611809553,1.84299400661745,0.00181225814882503,1.83842575831507,0.00144604459357982,1.793167307925
0.1,128,0.00124946246198064,2.06783687752891,0.000435523581828034,2.05696573396914,0.000332514102954027,2.1206246070666
0.1,256,0.000298995630458564,2.06311125265357,0.000104355588357045,2.06124297651958,7.89926223349658e-05,2.07362570961271
0.01,16,0.0616798534160503,0,0.021910179769113,0,0.0161642192122295,0
0.01,32,0.0187931948717814,1.71458898868645,0.0064809901185027,1.75731518192312,0.00501162806954458,1.68945256568199
0.01,64,0.00523846611809563,1.84299400661741,0.00181225814882506,1.83842575831505,0.00144604459357998,1.79316730792487
0.01,128,0.00124946246198031,2.06783687752932,0.000435523581828013,2.05696573396923,0.000332514102954605,2.12062460706425
0.01,256,0.000298995630458591,2.06311125265306,0.000104355588356998,2.06124297652016,7.89926223350352e-05,2.07362570961395
0.001,16,0.0616798534160504,0,0.021910179769113,0,0.0161642192122295,0
0.001,32,0.0187931948717817,1.71458898868643,0.00648099011850273,1.75731518192312,0.00501162806954456,1.68945256568199
0.001,64,0.00523846611809555,1.84299400661746,0.00181225814882505,1.83842575831506,0.00144604459357994,1.7931673079249
0.001,128,0.0012494624619801,2.06783687752954,0.000435523581827936,2.05696573396948,0.000332514102954065,2.12062460706656
0.001,256,0.000298995630458261,2.06311125265441,0.000104355588356941,2.06124297652069,7.89926223353161e-05,2.07362570960648
0.0001,16,0.0616798534160509,0,0.0219101797691131,0,0.0161642192122295,0
0.0001,32,0.0187931948717813,1.71458898868647,0.00648099011850269,1.75731518192314,0.00501162806954492,1.68945256568189
0.0001,64,0.00523846611809558,1.84299400661742,0.00181225814882503,1.83842575831507,0.00144604459357972,1.79316730792522
0.0001,128,0.0012494624619804,2.0678368775292,0.000435523581827984,2.05696573396931,0.000332514102954533,2.12062460706431
0.0001,256,0.000298995630458675,2.06311125265276,0.000104355588357091,2.06124297651878,7.89926223345785e-05,2.07362570962198
1e-05,16,0.0616798534160507,0,0.021910179769113,0,0.0161642192122294,0
1e-05,32,0.0187931948717813,1.71458898868647,0.00648099011850269,1.75731518192313,0.00501162806954479,1.68945256568192
1e-05,64,0.00523846611809556,1.84299400661743,0.00181225814882503,1.83842575831506,0.00144604459358003,1.79316730792487
1e-05,128,0.00124946246198041,2.06783687752918,0.00043552358182801,2.05696573396923,0.000332514102953697,2.12062460706825
1e-05,256,0.000298995630458646,2.06311125265291,0.000104355588357001,2.06124297652011,7.89926223346198e-05,2.0736257096176
1e-06,16,0.0616798534160506,0,0.021910179769113,0,0.0161642192122292,0
1e-06,32,0.0187931948717815,1.71458898868645,0.00648099011850276,1.75731518192312,0.00501162806954464,1.68945256568195
1e-06,64,0.00523846611809549,1.84299400661746,0.001812258148825,1.83842575831511,0.00144604459357961,1.79316730792525
1e-06,128,0.00124946246198041,2.06783687752917,0.000435523581828015,2.05696573396918,0.000332514102953955,2.1206246070667
1e-06,256,0.000298995630458587,2.06311125265319,0.000104355588357043,2.06124297651954,7.89926223353155e-05,2.07362570960601
