tau0,Resolution,L1_Error,L1_Order,L2_Error,L2_Order,max_Error,max_Order
10,16,0.0126393320200319,0,0.00475919491604393,0,0.00409753624221081,0
10,32,0.00303592436399072,2.05771246660356,0.00112752804545321,2.07755422360463,0.00115656771990202,1.82490696803176
10,64,0.000673284786819516,2.17284707642751,0.000253941937419761,2.15059274399384,0.000254187055290837,2.18588727505526
10,128,0.000156691258922127,2.10329216603998,5.97964414608243e-05,2.08636713351628,5.83639216195087e-05,2.12274183169004
10,256,3.78760136430029e-05,2.04856829698204,1.45553500716293e-05,2.03851009269265,1.39728533319547e-05,2.06245016790735
1000,16,0.0125836335731071,0,0.00472586229525807,0,0.0041068306867119,0
1000,32,0.00293286681136797,2.10116510477863,0.00109047853928322,2.11561621400417,0.00113299281934651,1.85788675249956
1000,64,0.000619616988657206,2.24286295069166,0.00023570358797219,2.20991575275253,0.000240096196095538,2.23845426582954
1000,128,0.000139606762686236,2.15000787169961,5.42156080992701e-05,2.12019356691464,5.31670086823047e-05,2.17500934282245
1000,256,3.40933592621967e-05,2.03380616660196,1.33144192755651e-05,2.02571874295733,1.27705357686747e-05,2.0577122464167
100000,16,0.0125829566470328,0,0.00472549143989261,0,0.00410700466885659,0
100000,32,0.00293134982983655,2.10183389961593,0.00108995239676423,2.11619924674745,0.0011327100962719,1.85830791967846
100000,64,0.000618588084054581,2.24451420280304,0.000235371257739942,2.21125506508871,0.000239855431599746,2.23954165240673
100000,128,0.000139213593126587,2.1516789568315,5.40899307203251e-05,2.12150620227987,5.3050943477434e-05,2.17671479628209
100000,256,3.39993543377703e-05,2.0337208316928,1.32838219551379e-05,2.02568975820823,1.27400079949491e-05,2.05801222583296
