tau0,Resolution,L1_Error,L1_Order,L2_Error,L2_Order,max_Error,max_Order
10,16,0.0551378031607683,0,0.0193631297074831,0,0.0142915197088503,0
10,32,0.0171076268874592,1.68840213972402,0.00586255191452093,1.72371145933788,0.00449852761877534,1.66763455008263
10,64,0.005103274269796,1.74514456293803,0.00174835142608572,1.74553359131192,0.00136849715763347,1.71686044217149
10,128,0.00136450952902766,1.90304071016341,0.000467516179206802,1.90290700390033,0.000361311905570578,1.92127573939201
10,256,0.000344797503450535,1.98456123611849,0.000117909017116333,1.98734223988724,8.89083475602224e-05,2.02285400928418
1000,16,0.0616798534160509,0,0.0219101797691131,0,0.0161642192122295,0
1000,32,0.0187931948717813,1.71458898868647,0.00648099011850269,1.75731518192314,0.00501162806954492,1.68945256568189
1000,64,0.00523846611809558,1.84299400661742,0.00181225814882503,1.83842575831507,0.00144604459357972,1.79316730792522
1000,128,0.0012494624619804,2.0678368775292,0.000435523581827984,2.05696573396931,0.000332514102954533,2.12062460706431
1000,256,0.000298995630458675,2.06311125265276,0.000104355588357091,2.06124297651878,7.89926223345785e-05,2.07362570962198
100000,16,0.0617612822541,0,0.0219421194907444,0,0.0161909454370015,0
100000,32,0.0188178874241142,1.714598031275,0.00649028611663981,1.75734890479944,0.00501961366778694,1.68953899409988
100000,64,0.00524289979236905,1.84366779711441,0.00181438751046934,1.83879946466136,0.00144803800206813,1.79347686733489
100000,128,0.00125226884714093,2.06582064697386,0.000436578047991852,2.0551711187776,0.000332419413322904,2.12302292156813
100000,256,0.000302565238500912,2.04922617288028,0.000105583017017106,2.04786179411055,7.99550513978848e-05,2.05574354984309
