tau0,Resolution,L1_Error,L1_Order,L2_Error,L2_Order,max_Error,max_Order
10,16,0.0126393320200317,0,0.00475919491604402,0,0.00409753624221108,0
10,32,0.00303592436399086,2.05771246660347,0.0011275280454532,2.07755422360468,0.00115656771990195,1.82490696803193
10,64,0.000673284786819463,2.17284707642769,0.000253941937419744,2.15059274399393,0.000254187055290796,2.18588727505541
10,128,0.000156691258922022,2.10329216604083,5.97964414608322e-05,2.08636713351599,5.8363921619585e-05,2.12274183168791
10,256,3.78760136430785e-05,2.0485682969782,1.45553500716234e-05,2.03851009269343,1.39728533316424e-05,2.06245016794147
1000,16,0.0125836335731068,0,0.00472586229525809,0,0.00410683068671212,0
1000,32,0.00293286681136809,2.10116510477854,0.0010904785392832,2.1156162140042,0.00113299281934638,1.85788675249981
1000,64,0.000619616988657209,2.24286295069171,0.000235703587972173,2.2099157527526,0.000240096196095392,2.23845426583025
1000,128,0.000139606762686115,2.15000787170086,5.42156080992816e-05,2.12019356691423,5.31670086825545e-05,2.17500934281479
1000,256,3.409335926216e-05,2.03380616660227,1.33144192755601e-05,2.02571874295818,1.27705357688343e-05,2.05771224640545
100000,16,0.0125829566470329,0,0.00472549143989264,0,0.0041070046688567,0
100000,32,0.0029313498298364,2.10183389961601,0.00108995239676424,2.11619924674745,0.00113271009627208,1.85830791967826
100000,64,0.000618588084054721,2.24451420280264,0.000235371257739939,2.21125506508874,0.000239855431599642,2.2395416524076
100000,128,0.000139213593126512,2.15167895683261,5.40899307203227e-05,2.12150620227992,5.30509434773993e-05,2.1767147962824
100000,256,3.39993543376389e-05,2.03372083169759,1.32838219551437e-05,2.02568975820753,1.27400079951295e-05,2.05801222581159
