epsilon,Resolution,L1_Error,L1_Order,L2_Error,L2_Order,max_Error,max_Order
1,16,0.0591497192533056,0,0.0209112469156346,0,0.0159034017981506,0
1,32,0.0203821800867015,1.5370629499753,0.00703451671629481,1.57175587459339,0.00552893139978593,1.52426281980225
1,64,0.0055325665719882,1.88128756020413,0.00190335729177847,1.88590490631658,0.00145681573414264,1.92418226241718
1,128,0.00128471450260695,2.10650111551039,0.00044654465265359,2.09167005353255,0.000337525019292299,2.10975205706615
1,256,0.000280892576325113,2.19335738893513,9.74171571795932e-05,2.19655665792745,7.39606048944035e-05,2.19016551783417
0.1,16,0.0617612822540997,0,0.0219421194907443,0,0.0161909454370015,0
0.1,32,0.0188178874241139,1.71459803127501,0.00649028611663972,1.75734890479945,0.00501961366778662,1.68953899409997
0.1,64,0.00524289979236909,1.84366779711438,0.00181438751046939,1.8387994646613,0.00144803800206846,1.79347686733447
0.1,128,0.00125226884714072,2.06582064697411,0.000436578047991863,2.0551711187776,0.000332419413322277,2.12302292157118
0.1,256,0.000302565238500885,2.04922617288016,0.000105583017016988,2.0478617941122,7.99550513983205e-05,2.05574354983251
0.01,16,0.0617612822540995,0,0.0219421194907443,0,0.0161909454370015,0
0.01,32,0.0188178874241141,1.714598031275,0.00649028611663977,1.75734890479944,0.00501961366778702,1.68953899409986
0.01,64,0.00524289979236945,1.84366779711429,0.00181438751046941,1.83879946466129,0.00144803800206803,1.79347686733501
0.01,128,0.00125226884714059,2.06582064697437,0.000436578047991875,2.05517111877758,0.000332419413322486,2.12302292156984
0.01,256,0.000302565238501212,2.04922617287845,0.000105583017017092,2.04786179411081,7.99550513978489e-05,2.05574354984192
0.001,16,0.0617612822540997,0,0.0219421194907443,0,0.0161909454370015,0
0.001,32,0.0188178874241138,1.71459803127502,0.00649028611663974,1.75734890479945,0.00501961366778698,1.68953899409987
0.001,64,0.00524289979236912,1.84366779711436,0.00181438751046936,1.83879946466133,0.00144803800206814,1.79347686733489
0.001,128,0.0012522688471407,2.06582064697415,0.000436578047991827,2.0551711187777,0.000332419413322332,2.12302292157062
0.001,256,0.000302565238500927,2.04922617287994,0.000105583017017032,2.04786179411147,7.99550513983133e-05,2.05574354983287
0.0001,16,0.0617612822541,0,0.0219421194907444,0,0.0161909454370015,0
0.0001,32,0.0188178874241142,1.714598031275,0.00649028611663981,1.75734890479944,0.00501961366778694,1.68953899409988
0.0001,64,0.00524289979236905,1.84366779711441,0.00181438751046934,1.83879946466136,0.00144803800206813,1.79347686733489
0.0001,128,0.00125226884714093,2.06582064697386,0.000436578047991852,2.0551711187776,0.000332419413322904,2.12302292156813
0.0001,256,0.000302565238500912,2.04922617288028,0.000105583017017106,2.04786179411055,7.99550513978848e-05,2.05574354984309
1e-05,16,0.0617612822541,0,0.0219421194907444,0,0.0161909454370015,0
1e-05,32,0.0188178874241141,1.71459803127501,0.00649028611663976,1.75734890479945,0.00501961366778676,1.68953899409993
1e-05,64,0.00524289979236952,1.84366779711427,0.00181438751046948,1.83879946466124,0.00144803800206809,1.79347686733488
1e-05,128,0.00125226884714057,2.06582064697441,0.000436578047991837,2.05517111877776,0.000332419413322371,2.1230229215704
1e-05,256,0.000302565238501465,2.04922617287722,0.000105583017017163,2.04786179410972,7.99550513982772e-05,2.05574354983369
1e-06,16,0.0617612822541,0,0.0219421194907444,0,0.0161909454370015,0
1e-06,32,0.0188178874241141,1.71459803127501,0.00649028611663981,1.75734890479944,0.00501961366778689,1.6895389940999
1e-06,64,0.00524289979236911,1.84366779711439,0.00181438751046937,1.83879946466134,0.00144803800206842,1.79347686733458
1e-06,128,0.00125226884714079,2.06582064697405,0.000436578047991873,2.05517111877755,0.000332419413322715,2.12302292156924
1e-06,256,0.000302565238501278,2.04922617287836,0.000105583017017166,2.0478617941098,7.9955051398345e-05,2.05574354983396
