tau0,Resolution,L1_Error,L1_Order,L2_Error,L2_Order,max_Error,max_Order
10,16,0.0551378031607685,0,0.0193631297074832,0,0.0142915197088504,0
10,32,0.0171076268874587,1.68840213972406,0.00586255191452079,1.72371145933792,0.00449852761877504,1.66763455008273
10,64,0.005103274269796,1.74514456293798,0.00174835142608567,1.74553359131193,0.00136849715763336,1.71686044217151
10,128,0.00136450952902803,1.90304071016302,0.000467516179206901,1.90290700389998,0.000361311905571372,1.92127573938872
10,256,0.000344797503450785,1.98456123611784,0.000117909017116431,1.98734223988635,8.89083475585134e-05,2.02285400931508
1000,16,0.0616798534160503,0,0.021910179769113,0,0.0161642192122295,0
1000,32,0.0187931948717814,1.71458898868645,0.0064809901185027,1.75731518192312,0.00501162806954458,1.68945256568199
1000,64,0.00523846611809563,1.84299400661741,0.00181225814882506,1.83842575831505,0.00144604459357998,1.79316730792487
1000,128,0.00124946246198031,2.06783687752932,0.000435523581828013,2.05696573396923,0.000332514102954605,2.12062460706425
1000,256,0.000298995630458591,2.06311125265306,0.000104355588356998,2.06124297652016,7.89926223350352e-05,2.07362570961395
100000,16,0.0617612822540995,0,0.0219421194907443,0,0.0161909454370015,0
100000,32,0.0188178874241141,1.714598031275,0.00649028611663977,1.75734890479944,0.00501961366778702,1.68953899409986
100000,64,0.00524289979236945,1.84366779711429,0.00181438751046941,1.83879946466129,0.00144803800206803,1.79347686733501
100000,128,0.00125226884714059,2.06582064697437,0.000436578047991875,2.05517111877758,0.000332419413322486,2.12302292156984
100000,256,0.000302565238501212,2.04922617287845,0.000105583017017092,2.04786179411081,7.99550513978489e-05,2.05574354984192
