epsilon,Resolution,L1_Error,L1_Order,L2_Error,L2_Order,max_Error,max_Order
1,16,0.0133022624081207,0,0.00493379905892598,0,0.00434579243956138,0
1,32,0.00292001921916012,2.18762186588922,0.00108394956539307,2.18640132780078,0.00111904626286505,1.95734959077516
1,64,0.00060420016090189,2.2728793913782,0.000229743142505325,2.23820392679194,0.000231250609444941,2.2747406076151
1,128,0.000137000061378944,2.14085002871965,5.30550527544013e-05,2.11445974044037,5.17015488914405e-05,2.16117776073965
1,256,3.29253385090269e-05,2.05690636136695,1.28696036394053e-05,2.0435225324443,1.23083699547499e-05,2.07056778914062
0.1,16,0.0125829566470328,0,0.0047254914398927,0,0.00410700466885681,0
0.1,32,0.00293134982983654,2.10183389961593,0.00108995239676422,2.11619924674749,0.00113271009627201,1.8583079196784
0.1,64,0.000618588084054584,2.24451420280304,0.000235371257739939,2.21125506508872,0.000239855431599649,2.23954165240746
0.1,128,0.000139213593126604,2.15167895683134,5.40899307203242e-05,2.12150620227988,5.3050943477323e-05,2.17671479628452
0.1,256,3.3999354337615e-05,2.03372083169955,1.32838219551497e-05,2.02568975820692,1.27400079951295e-05,2.05801222580951
0.01,16,0.0125829566470329,0,0.00472549143989264,0,0.0041070046688567,0
0.01,32,0.0029313498298364,2.10183389961601,0.00108995239676424,2.11619924674745,0.00113271009627208,1.85830791967826
0.01,64,0.000618588084054721,2.24451420280264,0.000235371257739939,2.21125506508874,0.000239855431599642,2.2395416524076
0.01,128,0.000139213593126512,2.15167895683261,5.40899307203227e-05,2.12150620227992,5.30509434773993e-05,2.1767147962824
0.01,256,3.39993543376389e-05,2.03372083169759,1.32838219551437e-05,2.02568975820753,1.27400079951295e-05,2.05801222581159
0.001,16,0.0125829566470329,0,0.00472549143989269,0,0.00410700466885664,0
0.001,32,0.00293134982983652,2.10183389961594,0.00108995239676419,2.11619924674754,0.00113271009627185,1.85830791967854
0.001,64,0.000618588084054668,2.24451420280283,0.000235371257739947,2.21125506508862,0.000239855431599767,2.23954165240655
0.001,128,0.000139213593126518,2.15167895683242,5.40899307203309e-05,2.12150620227975,5.30509434775381e-05,2.17671479627938
0.001,256,3.3999354337694e-05,2.03372083169532,1.32838219551384e-05,2.02568975820833,1.27400079948659e-05,2.05801222584522
0.0001,16,0.0125829566470329,0,0.00472549143989266,0,0.00410700466885668,0
0.0001,32,0.00293134982983641,2.10183389961601,0.00108995239676424,2.11619924674745,0.00113271009627207,1.85830791967827
0.0001,64,0.000618588084054653,2.24451420280281,0.00023537125773995,2.21125506508867,0.000239855431599711,2.23954165240716
0.0001,128,0.000139213593126402,2.15167895683358,5.40899307203264e-05,2.12150620227989,5.30509434774964e-05,2.17671479628018
0.0001,256,3.39993543377865e-05,2.03372083169019,1.32838219551365e-05,2.02568975820841,1.27400079947965e-05,2.05801222585195
1e-05,16,0.0125829566470328,0,0.00472549143989261,0,0.00410700466885659,0
1e-05,32,0.00293134982983655,2.10183389961593,0.00108995239676423,2.11619924674745,0.0011327100962719,1.85830791967846
1e-05,64,0.000618588084054581,2.24451420280304,0.000235371257739942,2.21125506508871,0.000239855431599746,2.23954165240673
1e-05,128,0.000139213593126587,2.1516789568315,5.40899307203251e-05,2.12150620227987,5.3050943477434e-05,2.17671479628209
1e-05,256,3.39993543377703e-05,2.0337208316928,1.32838219551379e-05,2.02568975820823,1.27400079949491e-05,2.05801222583296
1e-06,16,0.0125829566470328,0,0.00472549143989274,0,0.00410700466885694,0
1e-06,32,0.00293134982983655,2.10183389961593,0.00108995239676423,2.11619924674749,0.0011327100962719,1.85830791967858
1e-06,64,0.000618588084054683,2.24451420280281,0.00023537125773994,2.21125506508872,0.000239855431599711,2.23954165240694
1e-06,128,0.000139213593126455,2.15167895683311,5.40899307203353e-05,2.12150620227959,5.30509434776352e-05,2.1767147962764
1e-06,256,3.3999354337769e-05,2.03372083169148,1.32838219551331e-05,2.02568975820901,1.27400079948659e-05,2.05801222584786
