epsilon,Resolution,L1_Error,L1_Order,L2_Error,L2_Order,max_Error,max_Order
1,16,0.0133017689560461,0,0.00493376997666572,0,0.00434562739556096,0
1,32,0.00292023192694108,2.18746325883043,0.00108405036735382,2.18625866653332,0.00111900640060319,1.95734619130716
1,64,0.000604920114454319,2.27126641528393,0.000229975531887326,2.23687950927052,0.000231428752670078,2.27357826751993
1,128,0.000137303445751936,2.13937680149429,5.31502079638874e-05,2.11333313284031,5.17800872310639e-05,2.16009881499308
1,256,3.30174403294309e-05,2.05606764660331,1.28986354606044e-05,2.04285688486025,1.23368418287473e-05,2.06942427680141
0.1,16,0.0125836335731069,0,0.00472586229525802,0,0.00410683068671197,0
0.1,32,0.00293286681136829,2.10116510477845,0.0010904785392832,2.11561621400418,0.00113299281934629,1.85788675249987
0.1,64,0.000619616988657047,2.24286295069219,0.000235703587972188,2.20991575275251,0.000240096196095579,2.23845426582901
0.1,128,0.000139606762686151,2.15000787170011,5.42156080992803e-05,2.12019356691436,5.31670086822769e-05,2.17500934282345
0.1,256,3.40933592622878e-05,2.03380616659723,1.33144192755567e-05,2.02571874295851,1.27705357685914e-05,2.05771224642535
0.01,16,0.0125836335731068,0,0.00472586229525809,0,0.00410683068671212,0
0.01,32,0.00293286681136809,2.10116510477854,0.0010904785392832,2.1156162140042,0.00113299281934638,1.85788675249981
0.01,64,0.000619616988657209,2.24286295069171,0.000235703587972173,2.2099157527526,0.000240096196095392,2.23845426583025
0.01,128,0.000139606762686115,2.15000787170086,5.42156080992816e-05,2.12019356691423,5.31670086825545e-05,2.17500934281479
0.01,256,3.409335926216e-05,2.03380616660227,1.33144192755601e-05,2.02571874295818,1.27705357688343e-05,2.05771224640545
0.001,16,0.012583633573107,0,0.00472586229525805,0,0.004106830686712,0
0.001,32,0.00293286681136793,2.10116510477864,0.00109047853928323,2.11561621400414,0.00113299281934651,1.85788675249959
0.001,64,0.000619616988657268,2.24286295069149,0.000235703587972171,2.20991575275266,0.000240096196095427,2.23845426583021
0.001,128,0.000139606762686178,2.15000787170036,5.42156080992859e-05,2.1201935669141,5.31670086823463e-05,2.17500934282065
0.001,256,3.40933592621714e-05,2.03380616660243,1.33144192755549e-05,2.02571874295885,1.27705357688135e-05,2.05771224640215
0.0001,16,0.0125836335731071,0,0.00472586229525803,0,0.00410683068671192,0
0.0001,32,0.00293286681136805,2.10116510477859,0.00109047853928319,2.11561621400419,0.00113299281934638,1.85788675249973
0.0001,64,0.0006196169886571,2.24286295069194,0.00023570358797218,2.20991575275256,0.000240096196095524,2.23845426582946
0.0001,128,0.000139606762686184,2.1500078716999,5.42156080992774e-05,2.12019356691439,5.31670086823602e-05,2.17500934282086
0.0001,256,3.40933592621952e-05,2.03380616660149,1.33144192755607e-05,2.025718742958,1.27705357688343e-05,2.05771224640018
1e-05,16,0.0125836335731071,0,0.00472586229525807,0,0.0041068306867119,0
1e-05,32,0.00293286681136797,2.10116510477863,0.00109047853928322,2.11561621400417,0.00113299281934651,1.85788675249956
1e-05,64,0.000619616988657206,2.24286295069166,0.00023570358797219,2.20991575275253,0.000240096196095538,2.23845426582954
1e-05,128,0.000139606762686236,2.15000787169961,5.42156080992701e-05,2.12019356691464,5.31670086823047e-05,2.17500934282245
1e-05,256,3.40933592621967e-05,2.03380616660196,1.33144192755651e-05,2.02571874295733,1.27705357686747e-05,2.0577122464167
1e-06,16,0.012583633573107,0,0.00472586229525809,0,0.00410683068671207,0
1e-06,32,0.002932866811368,2.10116510477861,0.0010904785392832,2.1156162140042,0.00113299281934638,1.85788675249979
1e-06,64,0.000619616988657138,2.24286295069183,0.000235703587972189,2.20991575275251,0.000240096196095607,2.23845426582896
1e-06,128,0.00013960676268625,2.15000787169931,5.42156080992795e-05,2.12019356691438,5.31670086822908e-05,2.17500934282324
1e-06,256,3.40933592622667e-05,2.03380616659914,1.33144192755525e-05,2.02571874295895,1.27705357688135e-05,2.05771224640065
