Resolution,L1_Error,L1_Order,L2_Error,L2_Order,max_Error,max_Order
16,0.012583633573107,0,0.00472586229525809,0,0.00410683068671207,0
32,0.002932866811368,2.10116510477861,0.0010904785392832,2.1156162140042,0.00113299281934638,1.85788675249979
64,0.000619616988657138,2.24286295069183,0.000235703587972189,2.20991575275251,0.000240096196095607,2.23845426582896
128,0.00013960676268625,2.15000787169931,5.42156080992795e-05,2.12019356691438,5.31670086822908e-05,2.17500934282324
256,3.40933592622667e-05,2.03380616659914,1.33144192755525e-05,2.02571874295895,1.27705357688135e-05,2.05771224640065
