Resolution,L1_Error,L1_Order,L2_Error,L2_Order,max_Error,max_Order
8x8,0.0565552947336691,0,0.0334950092583243,0,0.0435480985613538,0
16x16,0.0256017391836091,1.1434202772691,0.0152144171843344,1.13850708077777,0.0196994131374681,1.14445707668089
32x32,0.0035417416035727,2.85371095337266,0.00215972628092636,2.81651868486395,0.00299515607192238,2.71744956499305
64x64,0.00105464331439329,1.7477038057858,0.000643326551734942,1.74722534115483,0.000878020170141935,1.77030519380892
128x128,0.000298372678471592,1.8215678134134,0.000182122556524998,1.82064161735174,0.000247321200530726,1.82786816839746
